Title,Full_Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities,City,Address,Area(Sq.Feet),Area(In Sq.Feet),Price(Float)
"Grandy House For Sale : House For Sale In Tokha, Kathmandu","['Na', ' Tokha', ' Kathmandu']",40000000,9,6,4.0,3,East,2069.0,835,9 Aana,13.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Tokha,3080.25,3080.25,40000000.0
"Sukedhara Brand New Home For Sale : House For Sale In Sukedhara, Kathmandu","['Na', ' Sukedhara', ' Kathmandu']",30000000,6,5,3.0,1,East,2076.0,1.1K,3.5 Aana,15.0,N/A Aana,3 years ago,"['Parking', 'Garage', 'Balcony', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Water Well', 'Solar Water', 'Water Tank']", Kathmandu, Sukedhara,1454.5625,1454.5625,30000000.0
"Naksal Maligau Home For Sale : House For Sale In Maligaon, Kathmandu","['NA', ' Maligaon', ' Kathmandu']",65000000,6,6,3.0,4,East,2070.0,1.6K,12 Aana,14.0,N/A Aana,3 years ago,"['Parking', 'Garage', 'Air Condition', 'Microwave', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Water Well', 'Solar Water', 'Water Tank']", Kathmandu, Maligaon,4107.0,4107.0,65000000.0
"Hattigauda 5 Ana Home : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",33000000,5,6,3.0,2,North,2070.0,873,5 Aana,13.0,N/A Aana,3 years ago,"['Parking', 'Garden']", Kathmandu, Budhanilkantha,1711.25,1711.25,33000000.0
"Golfutar Height Home : House For Sale In Budhanilkantha, Kathmandu","['Man', ' Budhanilkantha', ' Kathmandu']",30500000,5,5,2.0,1,West,2070.0,1.1K,4 Aana,13.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Budhanilkantha,1369.0,1369.0,30500000.0
"SOLD OUT: Mandikatar 1 Floor Home : House For Sale In Mandikatar, Kathmandu","['Na', ' Mandikatar', ' Kathmandu']",14000000,2,2,1.0,1,South West,2076.0,3.5K,3.1 ana Aana,13.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Mandikatar,1112.3125,1112.3125,14000000.0
"Jyotinagar Home For Sale : House For Sale In Budhanilkantha, Kathmandu","['NA', ' Budhanilkantha', ' Kathmandu']",28000000,6,6,3.0,1,South East,2076.0,732,4 Aana,13.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Budhanilkantha,1369.0,1369.0,28000000.0
"Dhapasi Height Commercil Building : House For Sale In Tokha, Kathmandu","['Na', ' Tokha', ' Kathmandu']",41000000,10,5,4.0,3,South East,2075.0,528,4 Aana,26.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Tokha,1369.0,1369.0,41000000.0
"Sundar Basti Brand New Home 2 Homes : House For Sale In Budhanilkantha, Kathmandu","['NA', ' Budhanilkantha', ' Kathmandu']",27000000,6,6,3.0,2,East,2076.0,1.1K,4.5 Aana,14.0,N/A Aana,3 years ago,"['Parking', 'Garage']", Kathmandu, Budhanilkantha,1796.8125,1796.8125,27000000.0
"Tokha Near Venas Housing Home : House For Sale In Tokha, Kathmandu","['Na', ' Tokha', ' Kathmandu']",22000000,5,5,3.0,1,East,2076.0,1.2K,3.1 Aana,13.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Tokha,1112.3125,1112.3125,22000000.0
"8 Ana Home Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",37000000,5,5,3.0,3,South East,2071.0,992,8 Aana,15.0,N/A Aana,3 years ago,"['Parking', 'Garage', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank']", Kathmandu, Budhanilkantha,2738.0,2738.0,37000000.0
"SOLD OUT: Sale Of Attractive House And Land : House For Sale In Naikap, Kathmandu","['Piple Chautari Tole (Naya Basti)', ' Naikap', ' Kathmandu']",22500000,5,3,3.0,1,East,,1.1K,4 Aana,13.0,4 Aana,3 years ago,"['Balcony', 'Garden', 'TV Cable', 'Water Supply', 'Solar Water', 'Water Well', 'Parking', 'Store Room']", Kathmandu, Naikap,1369.0,1369.0,22500000.0
"Commercial House Sale In Satungal : House For Sale In Satungal, Kathmandu","['Commercial land sale in Satungal', ' Satungal', ' Kathmandu']",42500000,0,0,,0,West,,761,0-5-1-1 Aana,29.0,N/A Aana,3 years ago,[], Kathmandu, Satungal,1818.203125,1818.203125,42500000.0
"Flat House On Sale, 500 Meter Far From Main Road. : House For Sale In Budhanilkantha, Kathmandu","['pasikot/Budhanilkantha', ' Budhanilkantha', ' Kathmandu']",37500000,5,5,3.0,2,South East,,917,5 Aana,0.0,3 Aana,3 years ago,"['Parking', 'Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Solar Water', 'Internet', 'Store Room', 'Wifi']", Kathmandu, Budhanilkantha,1711.25,1711.25,37500000.0
"House For Sale In Tarkeshwor, Kathmandu","['Nagpokhari road', ' Tarkeshwor', ' Kathmandu']",13000000,2,1,1.0,1,West,2076.0,1.7K,3.1.0 Aana,0.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Tarkeshwor,1112.3125,1112.3125,13000000.0
"जोरपाटी माकलबारी सानो पुल नजिक : House For Sale In Jorpati, Kathmandu","['jorpati makalbari near sano pool', ' Jorpati', ' Kathmandu']",21000000,5,3,3.0,1,South West,2076.0,2.1K,0-3-2-0 Sq. Feet,12.0,0-3-1-2 Sq. Feet,3 years ago,"['Water Well', 'Solar Water', 'Garage', 'TV Cable', 'Parking', 'Electricity Backup', 'Store Room']", Kathmandu, Jorpati,1197.875,1197.875,21000000.0
"SOLD OUT: Residential House : House For Sale In Makalbari, Kathmandu","['Sundar Tole', ' Makalbari', ' Kathmandu']",20000000,7,3,2.5,2,West,2067.0,10.2K,0-4-1-1 Aana,10.0,N/A Aana,3 years ago,"['Balcony', 'Fencing', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']", Kathmandu, Makalbari,1475.953125,1475.953125,20000000.0
"House On Sell @Dhapasi, Near By Grandi International Hospital. : House For Sale In Dhapasi, Kathmandu","['Harihar Marg', ' Dhapasi', ' Dhapasi', ' Kathmandu']",40000000,8,4,3.0,5,South,2068.0,781,0-8-3-0 Sq. Feet,12.0,0-4-0-0 Aana,3 years ago,"['Parking', 'Water Supply', 'Solar Water', 'Water Tank', 'Store Room', 'Garden', 'Lawn', 'Balcony', 'TV Cable', 'Internet', 'Wifi', 'Modular Kitchen']", Kathmandu, Dhapasi,2994.6875,2994.6875,40000000.0
"SOLD OUT: One And Half Storied : House For Sale In Imadol, Lalitpur","['Nearby Cozy Homes', ' Imadol', ' Lalitpur']",12500000,2,1,1.0,1,West,2076.0,4.5K,0-3-0-0 Aana,20.0,N/A Aana,3 years ago,"['Lawn', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']", Lalitpur, Imadol,1026.75,1026.75,12500000.0
"SOLD OUT: Modern Designed : House For Sale In Imadol, Lalitpur","['Nearby Cozy Homes', ' Imadol', ' Lalitpur']",19500000,5,3,2.5,1,East,2076.0,1.7K,0-3-1-0 Aana,20.0,1900 Aana,3 years ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']", Lalitpur, Imadol,1112.3125,1112.3125,19500000.0
"SOLD OUT: Somaney : House For Sale In Imadol, Lalitpur","['Imadol', ' near tempo park', ' Imadol', ' Lalitpur']",21000000,0,3,3.0,1,East,,688,0.4.0.0 Aana,12.0,0-4.0.0 Aana,3 years ago,"['Garage', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Internet', 'Parking']", Lalitpur, Imadol,1369.0,1369.0,21000000.0
"House On Sell @Tarkeshwar-09, Manamaiju, Basukinagtole : House For Sale In Manamaiju, Kathmandu","['Basukinagtole', ' Manamaiju', ' Kathmandu', ' Manamaiju', ' Kathmandu']",26000000,8,4,3.0,1,South,2075.0,1.2K,0-4-0-2 Aana,16.0,0-3-2-0 Aana,3 years ago,"['Parking', 'Balcony', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet']", Kathmandu, Manamaiju,1411.78125,1411.78125,26000000.0
"2 And Half Floor House Is On Sale In Imadole : House For Sale In Imadol, Lalitpur","['Imadole', ' Imadol', ' Lalitpur']",23500000,6,4,3.0,1,North,2020.0,1.8K,3.3aana Aana,10.0,N/A Aana,3 years ago,"['Parking', 'Modular Kitchen', 'TV Cable', 'Water Well', 'Water Supply', 'Water Tank', 'Solar Water', 'Drainage']", Lalitpur, Imadol,1026.75,1026.75,23500000.0
"SOLD OUT : House For Sale In Kalanki, Kathmandu","['Nearby L.R.I School.', ' Kalanki', ' Kathmandu']",17000000,4,3,2.5,1,North West,2076.0,7.2K,0-4-0-0 Aana,10.0,1650 Aana,3 years ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']", Kathmandu, Kalanki,1369.0,1369.0,17000000.0
"SOLD OUT: 1.5 Storied House : House For Sale In Imadol, Lalitpur","['Opposite of Green hill city', ' Imadol', ' Lalitpur']",12500000,2,1,1.5,1,South,2076.0,2.6K,0-3-1-0 Aana,13.0,N/A Aana,3 years ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking']", Lalitpur, Imadol,1112.3125,1112.3125,12500000.0
"SOLD OUT: 1.5 Storied House : House For Sale In Imadol, Lalitpur","['Opposite of Green hill city', ' Imadol', ' Lalitpur']",12500000,2,1,1.5,1,West,2076.0,3.5K,0-3-1-2 Aana,13.0,N/A Aana,3 years ago,"['TV Cable', 'Drainage', 'Water Supply', 'Parking']", Lalitpur, Imadol,1155.09375,1155.09375,12500000.0
"SOLD OUT: 1.5 Storey House : House For Sale In Tikathali, Lalitpur","['Nearby Pawan Pakriti School.', ' Tikathali', ' Lalitpur']",12500000,2,1,1.5,1,South,2076.0,5.3K,0-3-0-0 Aana,13.0,N/A Aana,3 years ago,"['Drainage', 'Water Supply', 'Parking']", Lalitpur, Tikathali,1026.75,1026.75,12500000.0
"SOLD OUT: Residential : House For Sale In Imadol, Lalitpur","['Ochu Height', ' Imadol', ' Lalitpur']",19000000,4,3,2.5,2,North West,2076.0,6.2K,0-3-2-0 Aana,13.0,1195 Aana,3 years ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']", Lalitpur, Imadol,1197.875,1197.875,19000000.0
"SOLD OUT: One And Half Storied : House For Sale In Kadaghari, Kathmandu","['Birendrachwok', ' Planning', ' Kadaghari', ' Kathmandu']",15500000,2,1,1.5,2,South West,2076.0,6.6K,0-4-0-0 Aana,20.0,N/A Aana,3 years ago,[], Kathmandu, Kadaghari,1369.0,1369.0,15500000.0
"SOLD OUT : House For Sale In Imadol, Lalitpur","['Bojepokhari', ' Panii Tyanki', ' Imadol', ' Lalitpur']",22000000,5,3,2.5,1,North West,2076.0,2.2K,0-4-0-0 Aana,10.0,N/A Aana,3 years ago,"['Balcony', 'Fencing', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']", Lalitpur, Imadol,1369.0,1369.0,22000000.0
"Godawari_Badikhel Pitched Road Touching House For Sell_ 5 Anna Land : House For Sale In Godawari, Lalitpur","['Badikhel (Godawari)', ' Godawari', ' Lalitpur']",12500000,3,1,2.0,1,West,,928,0-5-0-0 Aana,16.0,N/A Aana,3 years ago,"['Parking', 'Water Well', 'Water Tank']", Lalitpur, Godawari,1711.25,1711.25,12500000.0
"Beautiful House Is On Sale At Tarkeshwor, Kathmndu : House For Sale In Tarkeshwor, Kathmandu","['Tarkeshwor', ' Tarkeshwor', ' Kathmandu']",17000000,0,2,3.0,1,South,2017.0,674,3.1 Aana,20.0,3.2 Aana,3 years ago,['Parking'], Kathmandu, Tarkeshwor,1112.3125,1112.3125,17000000.0
"SOLD OUT: 1.5 Storey House : House For Sale In Imadol, Lalitpur","['Nearby Buddha party palace', ' Imadol', ' Lalitpur']",13000000,4,2,1.5,1,North East,2076.0,2.9K,0-3-0-0 Aana,13.0,750 Aana,3 years ago,"['Drainage', 'Water Supply', 'Water Tank', 'Parking']", Lalitpur, Imadol,1026.75,1026.75,13000000.0
"SOLD OUT: 1.5 Storey House : House For Sale In Tikathali, Lalitpur","['nearby Panityanki', ' Tikathali', ' Lalitpur']",11000000,2,1,1.5,2,West,2076.0,2.4K,0-2-3-0 Aana,13.0,646 Aana,3 years ago,"['Fencing', 'Drainage', 'Water Supply', 'Parking']", Lalitpur, Tikathali,941.1875,941.1875,11000000.0
"Commercial House Sale At Satungal Near By APF Hospital ,घर वा जमिनको साथ साटासाट गर्न सकिन्छ : House For Sale In Satungal, Kathmandu","['satungal', 'kathmandu', ' Satungal', ' Kathmandu']",42500000,28,0,5.0,0,East,,1.2K,0-5-1-1 Aana,29.0,0-5-1 Aana,3 years ago,"['TV Cable', 'Drainage', 'Balcony', 'Water Supply', 'Electricity Backup']", Kathmandu, Satungal,1818.203125,1818.203125,42500000.0
"SOLD OUT: Banglow For Sale : House For Sale In Bhaisepati, Lalitpur","['Bhaisepati', ' Bhaisepati', ' Lalitpur']",31500000,4,4,3.0,1,South,2012.0,921,4.3 Aana,12.0,N/A Aana,3 years ago,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'Solar Water', 'Electricity Backup', 'Store Room']", Lalitpur, Bhaisepati,1625.6875,1625.6875,31500000.0
"New Residental House For Sale Near Grande Hospital : House For Sale In Tokha, Kathmandu","['tokha road ', ' saraswoti 3', ' Tokha', ' Kathmandu']",30000000,6,5,3.0,2,North,2019.0,1.2K,5 Aana,14.0,3922.08 Sq. Feet,3 years ago,"['Parking', 'Water Tank', 'Solar Water', 'Water Supply', 'Drainage', 'Balcony']", Kathmandu, Tokha,1711.25,1711.25,30000000.0
"SOLD OUT: House For Sale : House For Sale In Harisiddhi, Lalitpur","['Harisiddhi', ' Harisiddhi', ' Lalitpur']",20000000,3,3,3.0,1,South East,,1.3K,0-3-0-3 Aana,18.0,N/A Aana,3 years ago,"['Balcony', 'Deck', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']", Lalitpur, Harisiddhi,1090.921875,1090.921875,20000000.0
"Fabulous Bungalow , Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",57500000,4,5,3.0,1,South West,2076.0,1.3K,8 Aana,20.0,N/A Aana,3 years ago,"['Parking', 'Garage', 'Balcony', 'Garden', 'Water Supply', 'Drainage', 'Water Well', 'Solar Water', 'Water Tank', 'Security Staff', 'Maintenance']", Kathmandu, Budhanilkantha,2738.0,2738.0,57500000.0
"Brand New : House For Sale In Sankhamul, Kathmandu","['Nearby Valley Top Driving Center', ' Sankhamul', ' Kathmandu']",35000000,7,3,2.5,2,West,2076.0,6.4K,0-3-2-2 Aana,12.0,3600 Aana,3 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']", Kathmandu, Sankhamul,1240.65625,1240.65625,35000000.0
"House On Sale At Chabahil (50m Towards Ganeshsthan) ) : House For Sale In Chabahil, Kathmandu","['Chabahil', ' Charumati bihar', ' Chabahil', ' Kathmandu']",25000000,6,4,4.0,2,East,2000.0,1.4K,2.5 Aana,20.0,2.5 Aana,3 years ago,"['Parking', 'Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Kids Playground']", Kathmandu, Chabahil,1112.3125,1112.3125,25000000.0
"Beautiful House Sale At Gothatar, Bhaktapur, Nepal : House For Sale In Gothatar, Kathmandu","['Gothatar', ' Gothatar', ' Kathmandu']",15500000,0,0,2.0,0,North,2015.0,2.5K,0-3-2-0 Aana,13.0,0-3-2-0 Aana,3 years ago,"['Parking', 'Balcony', 'Internet', 'Water Tank']", Kathmandu, Gothatar,1197.875,1197.875,15500000.0
"Golfutar Family Bungalow : House For Sale In Golfutar, Kathmandu","['Na', ' Golfutar', ' Kathmandu']",37000000,5,6,3.0,2,South,2076.0,1.2K,4 Aana,20.0,N/A Aana,3 years ago,"['Garage', 'Parking', 'Water Supply', 'Drainage', 'Water Well', 'Solar Water']", Kathmandu, Golfutar,1369.0,1369.0,37000000.0
"House On SALE In Dhapakhel : House For Sale In Dhapakhel, Lalitpur","['dhapakhel height', ' Dhapakhel', ' Lalitpur']",25600000,0,0,4.0,1,East,2013.0,835,0-4-0-0 Aana,10.0,4100 Sq. Feet,3 years ago,"['Parking', 'Balcony', 'Fencing', 'Wifi', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'Internet']", Lalitpur, Dhapakhel,1369.0,1369.0,25600000.0
"Golfutar Height Bungalow : House For Sale In Golfutar, Kathmandu","['Na', ' Golfutar', ' Kathmandu']",37000000,5,5,3.0,1,South,2076.0,2.2K,4 Aana,20.0,N/A Aana,3 years ago,"['Parking', 'Garage', 'Water Supply', 'Drainage', 'Solar Water', 'Water Well', 'Water Tank']", Kathmandu, Golfutar,1369.0,1369.0,37000000.0
"Sukedhara New Home : House For Sale In Sukedhara, Kathmandu","['Na', ' Sukedhara', ' Kathmandu']",45000000,6,6,3.0,3,East,2076.0,962,6 Aana,20.0,N/A Aana,3 years ago,"['Parking', 'Garage', 'Water Supply', 'Drainage', 'Water Well', 'Solar Water']", Kathmandu, Sukedhara,2053.5,2053.5,45000000.0
"House For Sale At Manamaiju : House For Sale In Manamaiju, Kathmandu","['Kathmandu', ' Manmaiju', ' Manamaiju', ' Kathmandu']",17000000,5,3,3.0,1,East,,1.8K,3.75 Aana,12.0,N/A Aana,3 years ago,"['Balcony', 'Parking', 'Solar Water', 'Drainage', 'Water Supply']", Kathmandu, Manamaiju,7443.9375,7443.9375,17000000.0
"2.5 Storey : House For Sale In Narephate, Kathmandu","['Nearby CCRC College', ' Narephate', ' Kathmandu']",33000000,6,4,2.5,1,East,2056.0,6.7K,0-6-0-0 Aana,20.0,N/A Aana,3 years ago,"['Lawn', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']", Kathmandu, Narephate,2053.5,2053.5,33000000.0
"Residential : House For Sale In Goldhunga, Kathmandu","['Nagarjun School', ' Goldhunga', ' Kathmandu']",16500000,6,3,2.5,1,South East,2076.0,12K,0-3-0-0 Aana,10.0,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Parking', 'Store Room']", Kathmandu, Goldhunga,1026.75,1026.75,16500000.0
"Ramkot House : House For Sale In Sitapaila, Kathmandu","['Ramkot', ' Sitapaila', ' Kathmandu']",20500000,4,4,2.5,1,East,2076.0,15.2K,0-3-3-0 Aana,13.0,2300 Aana,3 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']", Kathmandu, Sitapaila,1283.4375,1283.4375,20500000.0
"Ghar Bikrima : House For Sale In Imadol, Lalitpur","['Bojopokhari', ' Imadol', ' Lalitpur']",25000000,7,6,3.0,3,North East,2020.0,821,4.75 Aana,13.0,N/A Aana,3 years ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking']", Lalitpur, Imadol,7786.1875,7786.1875,25000000.0
"Ghar Bikrima : House For Sale In Imadol, Lalitpur","['Imadol', ' Imadol', ' Lalitpur']",21000000,4,5,1.0,1,South West,2019.0,1.4K,4 Aana,20.0,2200 Aana,3 years ago,[], Lalitpur, Imadol,1369.0,1369.0,21000000.0
"3-Storey House For Sale In Gairidhara : House For Sale In Gairidhara, Kathmandu","['Gairidhara', ' Gairidhara', ' Kathmandu']",55000000,4,5,3.0,4,East,,2.1K,0-5-0-0 Aana,14.0,N/A Aana,3 years ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Parking', 'Store Room', 'Security Staff']", Kathmandu, Gairidhara,1711.25,1711.25,55000000.0
"Sanobharyang 3.1 Ana 1.3 Km : House For Sale In Sanobharyang, Kathmandu","['Na', ' Sanobharyang', ' Kathmandu']",22500000,6,5,3.0,1,East,2076.0,749,3.1 Aana,14.0,N/A Aana,3 years ago,"['Garage', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Supply']", Kathmandu, Sanobharyang,1112.3125,1112.3125,22500000.0
"Budhanilkantha Furnished Bungalow : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",45000000,5,6,3.0,3,North East,2075.0,1.9K,6 Aana,13.0,N/A Aana,3 years ago,"['Garage', 'Balcony', 'Air Condition', 'Garden', 'Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Parking']", Kathmandu, Budhanilkantha,2053.5,2053.5,45000000.0
"Golfutar Bungalow For Sale : House For Sale In Golfutar, Kathmandu","['NA', ' Golfutar', ' Kathmandu']",102500000,6,6,3.0,4,East,2076.0,624,19 Aana,13.0,N/A Aana,3 years ago,"['Garage', 'Lawn', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'Washing Machine', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Kids Playground', 'Security Staff', 'Store Room']", Kathmandu, Golfutar,6502.75,6502.75,102500000.0
"Sanobharyang Home : House For Sale In Swayambhu, Kathmandu","['na', ' Swayambhu', ' Kathmandu']",23500000,6,5,3.0,1,East,2076.0,1.3K,3 Aana,13.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Swayambhu,1026.75,1026.75,23500000.0
"House For Sale In Kadaghari, Kathmandu","['Birendrachowk ', ' kadaghari', ' Kadaghari', ' Kathmandu']",13000000,2,1,1.0,2,East,2014.0,1.4K,3-2 Aana,10.0,N/A Aana,3 years ago,"['Drainage', 'Water Supply', 'Parking']", Kathmandu, Kadaghari,1197.875,1197.875,13000000.0
"Budhanilkantha 4 Ana Home : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",32500000,5,5,3.0,1,East,2076.0,582,4 Aana,13.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Budhanilkantha,1369.0,1369.0,32500000.0
"House For Sale In Satungal, Kathmandu","['Nearby APF Hospital', ' Satungal', ' Kathmandu']",26000000,11,9,3.0,1,North,2074.0,12.5K,0-5-0-0 Aana,13.0,3200 Aana,3 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']", Kathmandu, Satungal,1711.25,1711.25,26000000.0
"Baluwatar Family Bungalow : House For Sale In Baluwatar, Kathmandu","['Na', ' Baluwatar', ' Kathmandu']",61000000,5,6,3.0,2,North,2076.0,1.5K,6 Aana,14.0,N/A Aana,3 years ago,"['Garage', 'Balcony', 'Garden', 'Modular Kitchen', 'Drainage', 'Solar Water', 'Water Tank', 'Water Supply', 'Maintenance', 'Store Room']", Kathmandu, Baluwatar,2053.5,2053.5,61000000.0
"SOLD OUT : House For Sale In Dhapakhel, Lalitpur","['Nearby Sumeru Hospital', ' Dhapakhel', ' Lalitpur']",17700000,3,4,2.5,1,West,,7.1K,0-2-2-0 Aana,12.0,N/A Aana,3 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']", Lalitpur, Dhapakhel,855.625,855.625,17700000.0
"Chapali Cheap Home : House For Sale In Chapali, Kathmandu","['Na', ' Chapali', ' Kathmandu']",24000000,7,8,4.0,1,South East,2065.0,1.1K,5 Aana,13.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Chapali,1711.25,1711.25,24000000.0
"Pasikot Cheap Home 168 Only : House For Sale In Pasikot, Kathmandu","['Man', ' Pasikot', ' Kathmandu']",16800000,5,5,3.0,1,North East,2074.0,1.7K,3 Aana,14.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Pasikot,1026.75,1026.75,16800000.0
"8 Ana Brand New Bungalow Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",42000000,5,5,3.0,4,East,,852,8 Aana,20.0,N/A Aana,3 years ago,"['Garage', 'Parking']", Kathmandu, Budhanilkantha,2738.0,2738.0,42000000.0
"Beautiful Small Home Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",22500000,5,5,3.0,1,South East,2076.0,1.3K,3.0.2 Aana,14.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Budhanilkantha,1026.75,1026.75,22500000.0
"Budhanilkantha 5.5 Ana Home : House For Sale In Budhanilkantha, Kathmandu","['NA', ' Budhanilkantha', ' Kathmandu']",34000000,6,6,3.0,2,North East,2076.0,1.3K,5.5 Aana,30.0,N/A Aana,3 years ago,"['Garage', 'Parking']", Kathmandu, Budhanilkantha,2139.0625,2139.0625,34000000.0
"12.5 Anna Jagga On Sale At Lolang Height, Hariyali Samaaj : House For Sale In Balaju, Kathmandu","['Lolang Height', ' Hariyali Samaaj', ' Balaju', ' Kathmandu']",2200000 Per Aana,1,1,1.0,2,East,2016.0,2.9K,12.5 Aana,10.0,4 Aana,3 years ago,"['Garden', 'Water Supply', 'Parking']", Kathmandu, Balaju,4534.8125,4534.8125,29150000.0
"Chapali Bungalow 13 Ana : House For Sale In Chapali, Kathmandu","['Na', ' Chapali', ' Kathmandu']",42500000,5,6,3.0,4,South East,2071.0,754,12 Aana,14.0,N/A Aana,3 years ago,"['Garage', 'Balcony', 'Garden', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Store Room']", Kathmandu, Chapali,4107.0,4107.0,42500000.0
"Beautiful : House For Sale In Baluwatar, Kathmandu","['Chandol', ' Baluwatar', ' Kathmandu']",39000000,7,3,2.5,1,North,2066.0,12.7K,0-5-0-0 Aana,10.0,N/A Aana,3 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']", Kathmandu, Baluwatar,1711.25,1711.25,39000000.0
"House For Sale In Bhaisepati, Lalitpur","['Bhaisepati', 'sainbu', 'pragatinagar', ' Bhaisepati', ' Lalitpur']",37500000,8,6,4.0,1,North West,2007.0,1.4K,0-7-1-0 Aana,12.0,0-3-0-0 Aana,3 years ago,"['Balcony', 'Garage', 'Garden', 'Lawn', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well', 'Parking', 'Internet', 'Store Room']", Lalitpur, Bhaisepati,2481.3125,2481.3125,37500000.0
