Title,Full_Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities,City,Address,Area(Sq.Feet),Area(In Sq.Feet),Price(Float)
"House : House For Sale In Kavresthali, Kathmandu","['Kavresthali', ' Kavresthali', ' Kathmandu']",8500000,0,0,,0,West,,791,0-3-0-0 Aana,8.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Kavresthali,1026.75,1026.75,8500000.0
"House : House For Sale In Balaju, Kathmandu","['Jarankhu', ' Balaju', ' Kathmandu']",24500000,0,0,,0,East,,661,0-3-2-0 Aana,0.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Balaju,1197.875,1197.875,24500000.0
"House : House For Sale In Boudha, Kathmandu","['Namuna Park', ' Boudha', ' Kathmandu']",33000000,0,0,,0,South,,795,0-4-0-0 Aana,20.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Boudha,1369.0,1369.0,33000000.0
"House : House For Sale In Pepsicola, Kathmandu","['Pepsicola', ' Pepsicola', ' Kathmandu']",18000000,0,0,,0,South,2077.0,1.2K,0-3-0-0 Aana,10.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Pepsicola,1026.75,1026.75,18000000.0
"House : House For Sale In Mulpani, Kathmandu","['Mulpani', ' Mulpani', ' Kathmandu']",19000000,0,0,,0,West,,969,0-3-1-1 Aana,20.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Mulpani,1133.703125,1133.703125,19000000.0
"House : House For Sale In Sallaghari, Bhaktapur","['Sallaghari', ' Sallaghari', ' Bhaktapur']",15000000,0,0,,0,West,2064.0,769,0-2-2-0 Aana,9.0,N/A Sq. Feet,1 year ago,[], Bhaktapur, Sallaghari,855.625,855.625,15000000.0
"House : House For Sale In Hattiban, Lalitpur","['Hattiban', ' Hattiban', ' Lalitpur']",26000000,0,0,,0,West,,1K,0-6-1-0 Aana,0.0,N/A Sq. Feet,1 year ago,[], Lalitpur, Hattiban,2139.0625,2139.0625,26000000.0
"House : House For Sale In Naikap, Kathmandu","['Naikap', ' Naikap', ' Kathmandu']",52500000,0,0,,0,West,,411,0-6-0-0 Aana,20.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Naikap,2053.5,2053.5,52500000.0
"House : House For Sale In Suryabinayak, Bhaktapur","['Suryabinayak', ' Suryabinayak', ' Bhaktapur']",16500000,0,0,,0,West,,742,0-2-3-0 Aana,16.0,N/A Sq. Feet,1 year ago,[], Bhaktapur, Suryabinayak,941.1875,941.1875,16500000.0
"House : House For Sale In Sirutar, Bhaktapur","['Sirutar', ' Sirutar', ' Bhaktapur']",14500000,0,0,,0,East,,410,0-3-2-0 Aana,12.0,N/A Sq. Feet,1 year ago,[], Bhaktapur, Sirutar,1197.875,1197.875,14500000.0
"House : House For Sale In Gokarneshwor, Kathmandu","['Gokarna', ' Gokarneshwor', ' Kathmandu']",8500000,0,0,,0,West,,1.2K,0-3-0-0 Aana,0.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Gokarneshwor,1026.75,1026.75,8500000.0
"House : House For Sale In Taukhel, Lalitpur","['Taukhel', ' Taukhel', ' Lalitpur']",10500000,0,0,,0,West,,541,0-3-0-2 Aana,20.0,N/A Sq. Feet,1 year ago,[], Lalitpur, Taukhel,1069.53125,1069.53125,10500000.0
"House : House For Sale In Makalbari, Kathmandu","['Makalbari', ' Makalbari', ' Kathmandu']",17500000,0,0,,0,West,,528,0-3-0-0 Aana,0.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Makalbari,1026.75,1026.75,17500000.0
"House : House For Sale In Manamaiju, Kathmandu","['Manamaiju', ' Manamaiju', ' Kathmandu']",17000000,0,0,,0,West,,608,0-3-2-0 Aana,0.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Manamaiju,1197.875,1197.875,17000000.0
"Bungalow : House For Sale In Ranibari, Kathmandu","['Ranibari', ' Ranibari', ' Kathmandu']",220000000,0,0,,0,South,,528,2-2-0-0 Ropani,20.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Ranibari,11636.5,11636.5,220000000.0
"Residential House For Sale : House For Sale In Gaushala, Kathmandu","['Dakshinamurti Marg', ' Gaushala', ' Kathmandu']",38500000,5,5,,0,North,,918,4 Aana,18.0,3100 Sq. Feet,1 year ago,"['Drainage', 'Parking', 'Air Condition', 'Balcony', 'Garage', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet', 'Maintenance', 'Store Room']", Kathmandu, Gaushala,1369.0,1369.0,38500000.0
"House : House For Sale In Tokha, Kathmandu","['Tokha', ' Tokha', ' Kathmandu']",26000000,0,0,,0,West,,452,0-4-0-0 Aana,22.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Tokha,1369.0,1369.0,26000000.0
"House : House For Sale In Budhanilkantha, Kathmandu","['Narayanthan', ' Budhanilkantha', ' Kathmandu']",45000000,0,0,,0,West,,656,0-8-0-0 Aana,0.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Budhanilkantha,2738.0,2738.0,45000000.0
"House : House For Sale In Gothatar, Kathmandu","['Gothatar', ' Gothatar', ' Kathmandu']",16200000,0,0,,0,South,,764,0-2-3-0 Aana,10.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Gothatar,941.1875,941.1875,16200000.0
"House For Sale In Baghbazaar, Kathmandu","['House number 286', ' Dharmachakra Galli', ' Baghbazaar', ' Kathmandu']",35000000,9,5,5.0,0,North,2052.0,421,0-3-1-1 29 Aana,12.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Baghbazaar,1133.703125,1133.703125,35000000.0
"House : House For Sale In Tikathali, Lalitpur","['Tikathali', ' Tikathali', ' Lalitpur']",14700000,2,1,,1,South,,451,0-3-2-0 Aana,13.0,N/A Sq. Feet,1 year ago,[], Lalitpur, Tikathali,1197.875,1197.875,14700000.0
"House : House For Sale In Kirtipur, Kathmandu","['Kirtipur', ' Kirtipur', ' Kathmandu']",7500000,0,0,,0,West,,1.2K,0-3-2-0 Aana,13.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Kirtipur,1197.875,1197.875,7500000.0
"House : House For Sale In Raniban, Kathmandu","['Raniban', ' Raniban', ' Kathmandu']",3500000 Per aana,0,0,2.0,0,West,,591,2-0-0-0 Ropani,18.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Raniban,10952.0,10952.0,112000000.0
"House : House For Sale In Imadol, Lalitpur","['Imadol', ' Imadol', ' Lalitpur']",22500000,7,7,,1,South West,,881,0-3-1-1 Aana,13.0,N/A Sq. Feet,1 year ago,[], Lalitpur, Imadol,1133.703125,1133.703125,22500000.0
"House : House For Sale In Mandikatar, Kathmandu","['Mandikatar', ' Mandikatar', ' Kathmandu']",27000000,0,0,,0,South East,,930,0-3-2-0 Aana,13.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Mandikatar,1197.875,1197.875,27000000.0
"House : House For Sale In Dhapasi, Kathmandu","['Dhapasi', ' Dhapasi', ' Kathmandu']",26000000,0,0,2.5,1,East,,471,0-4-0-0 Aana,0.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Dhapasi,1369.0,1369.0,26000000.0
"House : House For Sale In Pepsicola, Kathmandu","['Pepsicola', ' Pepsicola', ' Kathmandu']",16000000,0,0,,0,East,,836,0-3-3-0 Aana,10.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Pepsicola,1283.4375,1283.4375,16000000.0
"Bungalow : House For Sale In Budhanilkantha, Kathmandu","['Budhanilkantha', ' Budhanilkantha', ' Kathmandu']",34000000,3,5,,2,South West,,966,0-5-0-2 Aana,13.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Budhanilkantha,1754.03125,1754.03125,34000000.0
"House : House For Sale In Tikathali, Lalitpur","['Tikathali', ' Tikathali', ' Lalitpur']",14500000,2,1,,1,North East,,314,0-3-3-0 Aana,13.0,N/A Aana,1 year ago,[], Lalitpur, Tikathali,1283.4375,1283.4375,14500000.0
"Bungalow : House For Sale In Budhanilkantha, Kathmandu","['Budhanilkantha', ' Budhanilkantha', ' Kathmandu']",100000000,6,7,,5,South East,,428,1-2-0-0 Ropani,15.0,N/A Ropani,1 year ago,[], Kathmandu, Budhanilkantha,6160.5,6160.5,100000000.0
"House : House For Sale In Chabahil, Kathmandu","['Chabahil', ' Chabahil', ' Kathmandu']",14000000,0,0,,0,East,,2K,0-3-2-0 Aana,13.0,N/A Aana,1 year ago,[], Kathmandu, Chabahil,1197.875,1197.875,14000000.0
"House : House For Sale In Nakkhu, Lalitpur","['Nakkhhipot', ' Nakkhu', ' Lalitpur']",8500000,0,0,,0,West,,677,0-3-1-0 Aana,13.0,N/A Sq. Feet,1 year ago,[], Lalitpur, Nakkhu,1112.3125,1112.3125,8500000.0
"House : House For Sale In Kadaghari, Kathmandu","['Kadaghari', ' Kadaghari', ' Kathmandu']",11300000,3,1,,1,North,,784,0-4-0-0 Aana,10.0,N/A Sq. Feet,1 year ago,[], Kathmandu, Kadaghari,1369.0,1369.0,11300000.0
"House For Sale In Bhangal, Kathmandu","['Bhangal house sale', ' Bhangal', ' Kathmandu']",33500000,4,4,3.0,1,South,2074.0,541,0-5-1-0 Aana,12.0,N/A Sq. Feet,1 year ago,['Internet'], Kathmandu, Bhangal,1796.8125,1796.8125,33500000.0
"Building : House For Sale In Bishal Nagar, Kathmandu","['Bishal Bazar', ' Bishal Nagar', ' Kathmandu']",72500000,0,0,4.0,0,West,,456,0-2-1-0 Aana,0.0,N/A Sq. Feet,1 year ago,"['Drainage', 'CCTV', 'Internet', 'Parking']", Kathmandu, Bishal Nagar,770.0625,770.0625,72500000.0
"House : House For Sale In Bhaktapur, Bhaktapur","['Chaling', ' Bhaktapur', ' Bhaktapur']",7500000,0,0,,0,West,,502,0-3-2-0 Aana,20.0,N/A Sq. Feet,1 year ago,"['Drainage', 'Internet', 'Parking']", Bhaktapur, Bhaktapur,1197.875,1197.875,7500000.0
"Modern House : House For Sale In Tikathali, Lalitpur","['Tikathali', ' Tikathali', ' Lalitpur']",12200000,2,1,,1,South West,,512,0-3-0-0 Aana,13.0,N/A Sq. Feet,1 year ago,"['Wifi', 'Drainage', 'Water Tank', 'Internet', 'Parking']", Lalitpur, Tikathali,1026.75,1026.75,12200000.0
