Title,Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities
"House : House For Sale In Baluwatar, Kathmandu","Tudaldevi, Baluwatar, Kathmandu","NPR. 3,90,00,000",0,0,,0,North East,,1.9K,0-5-2-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu","NPR. 1,65,00,000",0,0,,0,West,,2K,0-2-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Dharmasthali, Kathmandu","Lolang Height, Dharmasthali, Kathmandu","NPR. 1,55,00,000",0,0,,0,West,,1.3K,0-4-1-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Balambu, Kathmandu","Balambu, Balambu, Kathmandu","NPR. 1,05,00,000",0,0,,0,West,,1.3K,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"Residential House : House For Sale In Gothatar, Kathmandu","Dotel Dairy, Gothatar, Gothatar, Kathmandu","NPR. 1,58,00,000 Total price",2,1,2.0,1,East,2073.0,6K,0-3-1-0 Aana,13 Feet / Blacktopped,730 Aana,1 year ago,[]
"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,30,00,000",0,0,,0,East,,1.2K,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Makalbari, Kathmandu","Makalbari, Makalbari, Kathmandu","NPR. 1,25,00,000",0,0,,0,South,,1.1K,0-3-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 2,35,00,000",0,0,,0,South,,896,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Mulpani, Kathmandu","Mulpani, Mulpani, Kathmandu","NPR. 95,00,000",0,0,,0,North,,1.1K,0-2-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Naikap, Kathmandu","Naikap, Naikap, Kathmandu","NPR. 2,10,00,000",0,0,,0,East,,2K,0-3-1-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Bhaktapur, Bhaktapur","Katunje, Bhaktapur, Bhaktapur","NPR. 1,10,00,000",0,0,,0,East,,883,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"Land : House For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu","NPR. 1,30,00,000",0,0,,0,West,,1.2K,0-4-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"COLONY House : House For Sale In Baluwatar, Kathmandu","Baluwatar Area, Baluwatar, Kathmandu","NPR. 6,50,00,000 Total price",5,5,3.0,2,West,,2.2K,0-6-2-0 Aana,20 Feet / Paved,N/A Sq. Feet,1 year ago,[]
"Residential House : House For Sale In Baluwatar, Kathmandu","Baluwatar Area, Baluwatar, Kathmandu","NPR. 5,60,00,000 Total price",4,4,3.0,2,North,,1.3K,0-8-0-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 1,35,00,000",0,0,,0,South,,1.4K,0-3-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Balkot, Bhaktapur","Balkot, Balkot, Bhaktapur","NPR. 2,15,00,000",0,0,,0,West,,717,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Katahari, Morang","Morang, Katahari, Morang","NPR. 40,00,000",0,0,,0,East,,537,14 Dhur,0 Feet,N/A Sq. Feet,1 year ago,[]
"House For Sale In Tarkeshwor, Kathmandu","Lolang height,near to lolang ground.3.5 km away from Balaju, Tarkeshwor, Kathmandu","NPR. 1,75,00,000 Onwards",0,0,3.0,0,East,2020.0,581,3 Aana,20 Feet,3 Aana,1 year ago,[]
"House : House For Sale In Sudal, Bhaktapur","Sudal-08, Sudal, Bhaktapur","NPR. 92,00,000",0,0,,0,West,,746,0-3-2-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Chandol, Kathmandu","Baluwatar, Chandol, Kathmandu","NPR. 9,00,00,000",0,0,,0,East,,613,0-9-0-0 Aana,26 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Mulpani, Kathmandu","Mulpani, Mulpani, Kathmandu","NPR. 2,80,00,000",0,0,,0,East,,717,0-5-0-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Duwakot, Bhaktapur","Duwakot, Duwakot, Bhaktapur","NPR. 80,00,000",0,0,,0,South,,1.4K,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House For Sale At Thankot : House For Sale In Thankot, Kathmandu","Thankot checkpost, Thankot, Kathmandu","NPR. 1,55,00,000 Onwards",4,1,,3,East,,1.3K,4 Aana,11 Feet,4 Aana,1 year ago,"['Drainage', 'Water Supply', 'Parking']"
"Commercial House : House For Sale In Baghbazaar, Kathmandu","Dharma Chakra Marg, Bagbazar, Kathmandu, Baghbazaar, Kathmandu","NPR. 3,50,00,000 Total price",9,7,5.0,0,North,,11.3K,0-3-1-1 Aana,10 Feet / Blacktopped,N/A Aana,1 year ago,[]
"Multiple Residential : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,10,00,000 Onwards",4,4,3.0,1,East,2078.0,46.9K,0-3-0-0 to 0-4-0-0 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,[]
"SOLD OUT: Under Construction : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,15,00,000 Total price",4,4,3.0,1,East,2078.0,1.5K,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,[]
"SOLD OUT: Beautiful : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,45,00,000 Total price",4,4,3.0,2,East,2078.0,685,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,[]
"SOLD OUT: 2.5 Storey : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,15,00,000 Total price",4,3,3.0,1,East,2078.0,1.6K,0-3-0-0 Aana,13 Feet / Soil Stabilized,1500 Aana,1 year ago,[]
"SOLD OUT: Spacious : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,25,00,000 Total price",4,4,3.0,2,East,2078.0,1.3K,0-3-2-0 Aana,13 Feet / Soil Stabilized,1800 Aana,1 year ago,[]
"Residential : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,10,00,000 Total price",4,4,3.0,1,East,2078.0,1.1K,0-3-0-0 Aana,13 Feet / Soil Stabilized,1700 Aana,1 year ago,[]
"SOLD OUT: 2.5 Storey : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,10,00,000 Total price",4,4,3.0,1,East,2078.0,1.2K,0-3-1-0 Aana,13 Feet / Soil Stabilized,1700 Aana,1 year ago,[]
"3.5 Storey : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 3,35,00,000 Total price",8,5,4.0,2,South,2078.0,3K,0-4-0-0 Aana,13 Feet / Gravelled,2600 Aana,1 year ago,[]
"SOLD OUT: 2.5 Storey : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Imadol, Lalitpur","NPR. 2,10,00,000 Total price",4,4,3.0,1,North,2078.0,785,0-3-0-0 Aana,13 Feet / Gravelled,1700 Aana,1 year ago,[]
"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 1,60,00,000",0,0,,0,East,,819,0-3-1-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Jorpati, Kathmandu","Shiva Chowk, Jorpati, Kathmandu","NPR. 2,80,00,000",0,0,,0,East,,1.2K,0-6-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,95,00,000",0,0,,0,North,,1.1K,0-3-1-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 1,60,00,000",0,0,,0,West,,487,0-3-1-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 2,30,00,000",0,0,,0,West,,507,0-4-2-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Banepa, Kavre","Banepa, Banepa, Kavre","NPR. 1,05,00,000",0,0,,0,West,,756,0-3-3-3 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 2,30,00,000",0,0,,0,East,,1K,0-3-2-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Janakpur, Dhanusa","Ratna nagar, Janakpur, Dhanusa","NPR. 85,00,000",0,0,,0,East,,1.7K,10 Dhur,8 Meter,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kapan, Kathmandu","Kharibot, Kapan, Kathmandu","NPR. 1,40,00,000",0,0,,0,West,,1.8K,0-2-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu","NPR. 2,25,00,000",0,0,,0,East,,856,0-4-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Sanobharyang, Kathmandu","Sanobharyang, Sanobharyang, Kathmandu","NPR. 3,50,00,000",0,0,,0,East,,956,0-5-2-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu","NPR. 2,20,00,000",0,0,,0,East,,901,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Dhungedhara, Kathmandu","Dhungedhara, Dhungedhara, Kathmandu","NPR. 5,50,00,000",0,0,,0,East,,974,0-5-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Baneshwor, Kathmandu","Baneshwor, Baneshwor, Kathmandu","NPR. 2,60,00,000",0,0,,0,South,,1.5K,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur","NPR. 2,60,00,000",0,0,,0,South,,721,0-6-1-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 2,80,00,000",0,0,,0,West,,579,0-4-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 2,25,00,000",0,0,,0,East,,755,0-4-1-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Boudha, Kathmandu","Nayabasti, Boudha, Kathmandu","NPR. 2,70,00,000",0,0,,0,West,,476,0-3-0-0 Aana,15 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kageshwari-Manohara, Kathmandu","Kageshwori, Kageshwari-Manohara, Kathmandu","NPR. 2,65,00,000",0,0,,0,West,,394,0-4-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Dhapasi, Kathmandu","Dhaneshwor, Dhapasi, Kathmandu","NPR. 2,30,00,000",0,0,,0,West,,1.4K,0-4-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,45,00,000",0,0,,0,West,,873,0-3-3-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Suryabinayak, Bhaktapur","Suryabinayak, Suryabinayak, Bhaktapur","NPR. 1,00,00,000",0,0,,0,East,,861,0-4-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 1,52,00,000",0,0,,0,West,,1.5K,0-2-3-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Jorpati, Kathmandu","Jorpati, Jorpati, Kathmandu","NPR. 3,50,00,000",0,0,,0,West,,744,0-4-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu","NPR. 1,65,00,000",0,0,,0,West,,1.1K,0-2-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Tokha, Kathmandu","Tokha, Tokha, Kathmandu","NPR. 1,90,00,000",0,0,,0,South,,953,0-4-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Nagarjun, Kathmandu","Nagarjun, Nagarjun, Kathmandu","NPR. 1,75,00,000",0,0,,0,West,,1.1K,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Lubhu, Lalitpur","Lubhu, Lubhu, Lalitpur","NPR. 1,37,00,000",0,0,,0,West,,680,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"Land : House For Sale In Kausaltar, Bhaktapur","Kausaltar, Kausaltar, Bhaktapur","NPR. 37,00,000 Per aana",0,0,,0,West,,674,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"Newly Built 2.5 Storey House : House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur","NPR. 2,95,00,000 Total price",6,4,3.0,2,South East,2078.0,1.8K,0-4-0-0 Aana,13 Feet / Soil Stabilized,2600 Sq. Feet,1 year ago,[]
"House : House For Sale In Duwakot, Bhaktapur","Duwakot, Duwakot, Bhaktapur","NPR. 2,40,00,000",0,0,,0,West,,468,0-5-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 1,15,00,000",0,0,,0,West,,1.2K,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House For Sale In Panauti, Kavre","Chaukot, Panauti, Kavre","NPR. 3,00,00,000",6,2,3.0,2,East,2000.0,721,0-8-0-0 Aana,20 Feet / Gravelled,N/A Aana,1 year ago,"['Lawn', 'Garage', 'Balcony', 'Fencing', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking']"
"House : House For Sale In Kapan, Kathmandu","Paiyatar, Kapan, Kathmandu","NPR. 1,15,00,000",0,0,,0,East,,831,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Lokanthali, Bhaktapur","Lokanthali, Lokanthali, Bhaktapur","NPR. 2,80,00,000",0,0,,0,West,,1.2K,0-5-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu","NPR. 1,55,00,000",0,0,,0,West,,1.6K,0-3-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Maharajgunj, Kathmandu","Chappalkarkhana, Maharajgunj, Kathmandu","NPR. 6,25,00,000",0,0,,0,West,,951,0-10-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Balaju, Kathmandu","Balaju, Balaju, Kathmandu","NPR. 93,00,000",0,0,,0,West,,704,0-3-0-0 Aana,6 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu","NPR. 2,10,00,000",0,0,,0,West,,498,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"3 Storied Flat System House For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 3,50,00,000 Onwards",6,6,3.0,5,East,,575,8 Aana,20 Feet,N/A Aana,1 year ago,"['Lawn', 'Parking', 'Fencing', 'Water Supply']"
"8x45 Sq Ft Land/House On Sale At Baaghbazaar : House For Sale In Baghbazaar, Kathmandu","Bagbazaar, Baghbazaar, Kathmandu","NPR. 2,30,00,000 Onwards",0,0,3.0,0,East,,628,0-0-3-3 Aana,30 Feet,N/A Aana,1 year ago,[]
"2.5 Storied Flat System House On Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 5,50,00,000 Onwards",5,5,,0,East,,359,6 Aana,16 Feet / Blacktopped,N/A Aana,1 year ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply']"
"House Sale : House For Sale In Syuchatar, Kathmandu","Kalanki, Syuchatar, Kathmandu","NPR. 2,25,00,000",6,3,,1,East,2077.0,464,3 Aana,13 Feet / Blacktopped,2000 Aana,1 year ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
"House For Sale In Sanepa, Lalitpur","Sanepa bungalow house sale, Sanepa, Lalitpur","NPR. 24,00,00,000 N/A",5,5,2.0,5,East,2063.0,1.8K,1-8-0-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,1 year ago,"['CCTV', 'Garage', 'Garden', 'TV Cable', 'Internet', 'Parking']"
"House : House For Sale In Gatthaghar, Bhaktapur","Gatthaghar, Gatthaghar, Bhaktapur","NPR. 4,00,00,000",0,0,,0,East,,684,0-4-0-0 Aana,15 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 2,70,00,000",0,0,,0,West,,331,0-3-2-1 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Ramkot, Kathmandu","Ramkot, Ramkot, Kathmandu","NPR. 1,65,00,000",0,0,,0,West,,713,0-3-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu","NPR. 2,15,00,000",0,0,,0,South,,541,0-3-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu","NPR. 34,00,000 Per aana",0,0,,0,West,,1K,0-11-0-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Jorpati, Kathmandu","Shiva Chowk, Jorpati, Kathmandu","NPR. 1,60,00,000",0,0,,0,East,,1.3K,0-3-2-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu","NPR. 3,50,00,000",0,0,,0,South,,354,0-6-2-0 Aana,14 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 1,65,00,000",0,0,,0,West,,727,0-2-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Budhanilkantha, Kathmandu","Ganesh Chowk, Budhanilkantha, Kathmandu","NPR. 3,65,00,000",0,0,,0,South,,454,0-4-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House For Sale In Dharan, Dharan","Zero point, Dharan, Dharan","NPR. 65,00,000",2,1,,3,West,,1.3K,7.75 Dhur,16 Feet / Gravelled,N/A Sq. Feet,1 year ago,[]
"House For Sale In Budhanilkantha, Kathmandu","Banlo house sale budhanilkantha, Budhanilkantha, Kathmandu","NPR. 6,00,00,000 N/A",0,0,,0,South,,454,7 Aana,15 Feet / Gravelled,N/A Sq. Feet,1 year ago,"['CCTV', 'Garage', 'Solar Water', 'Internet']"
"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 2,10,00,000",0,0,,0,West,,790,0-3-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu","NPR. 1,05,00,000",0,0,,0,West,,1.4K,0-4-0-0 Aana,3 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu","NPR. 2,25,00,000",0,0,,0,West,,691,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Chhauni, Kathmandu","Chauni, Chhauni, Kathmandu","NPR. 8,50,00,000",0,0,,0,West,,882,0-12-2-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Duwakot, Bhaktapur","Duwakot, Duwakot, Bhaktapur","NPR. 1,15,00,000",0,0,,0,East,,923,0-3-0-0 Sq. Feet,12 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Sitapaila, Kathmandu","Nagarjun, Sitapaila, Kathmandu","NPR. 1,75,00,000",0,0,,0,East,,1.1K,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Sudal, Bhaktapur","Sudal-08, Sudal, Bhaktapur","NPR. 1,15,00,000",0,0,,0,East,,678,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Budhanilkantha, Kathmandu","Nikheleshwor, Budhanilkantha, Kathmandu","NPR. 2,50,00,000",0,0,,0,East,,930,0-3-1-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,30,00,000",0,0,,0,East,,659,0-3-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 3,40,00,000",0,0,,0,North,,340,0-5-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kageshwari-Manohara, Kathmandu","Kageshwori, Kageshwari-Manohara, Kathmandu","NPR. 2,70,00,000",0,0,,0,West,,580,0-4-2-0 Aana,25 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Makalbari, Kathmandu","Makalbari, Makalbari, Kathmandu","NPR. 1,45,00,000",0,0,,0,East,,995,0-2-2-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Jorpati, Kathmandu","Nayabasti, Jorpati, Kathmandu","NPR. 1,50,00,000",0,0,,0,West,,1K,0-2-3-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Budhanilkantha, Kathmandu","Baluwakhani, Budhanilkantha, Kathmandu","NPR. 1,75,00,000",0,0,,0,East,,624,0-2-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,32,00,000",2,1,,1,East,,644,0-3-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Imadol, Lalitpur","Maharjan Chowk, Imadol, Lalitpur","NPR. 1,40,00,000",0,0,1.5,0,South,,762,0-3-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Jharuwarashi, Lalitpur","Jharuwarasi, Jharuwarashi, Lalitpur","NPR. 1,70,00,000",0,0,,0,East,,570,0-6-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 1,95,00,000",0,0,,0,East,,433,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu","NPR. 1,75,00,000",0,0,,0,West,,954,0-4-1-0 Sq. Feet,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kapan, Kathmandu","Tenzing Chowk, Kapan, Kathmandu","NPR. 2,50,00,000",0,0,,0,West,,588,0-3-2-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 1,65,00,000",0,0,,0,West,,463,0-3-1-2 Aana,12 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kavresthali, Kathmandu","Kavresthali, Kavresthali, Kathmandu","NPR. 85,00,000",0,0,,0,West,,791,0-3-0-0 Aana,8 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Balaju, Kathmandu","Jarankhu, Balaju, Kathmandu","NPR. 2,45,00,000",0,0,,0,East,,661,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Boudha, Kathmandu","Namuna Park, Boudha, Kathmandu","NPR. 3,30,00,000",0,0,,0,South,,795,0-4-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
"House For Sale In Birtamod, Birtamod","Bhadrapur road, Birtamod, Birtamod","NPR. 3,50,00,000 N/A",0,0,3.0,0,East,,1.7K,16 Dhur,60 Feet / Blacktopped,N/A Sq. Feet,1 year ago,"['Drainage', 'Balcony', 'Parking']"
"House : House For Sale In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu","NPR. 1,80,00,000",0,0,,0,South,2077.0,1.2K,0-3-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kapan, Kathmandu","Chunikhel, Kapan, Kathmandu","NPR. 1,75,00,000",0,0,,0,West,,911,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 2,35,00,000",0,0,,0,West,,422,0-4-0-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu","NPR. 1,60,00,000",0,0,,0,West,,513,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 3,50,00,000",0,0,,0,West,,816,0-5-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Mulpani, Kathmandu","Mulpani, Mulpani, Kathmandu","NPR. 1,90,00,000",0,0,,0,West,,969,0-3-1-1 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Sallaghari, Bhaktapur","Sallaghari, Sallaghari, Bhaktapur","NPR. 1,50,00,000",0,0,,0,West,2064.0,769,0-2-2-0 Aana,9 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Kapan, Kathmandu","Durga Mandir, Kapan, Kathmandu","NPR. 1,38,00,000",0,0,,0,West,,1.1K,0-3-1-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur","NPR. 2,60,00,000",0,0,,0,West,,1K,0-6-1-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[]
"House : House For Sale In Naikap, Kathmandu","Naikap, Naikap, Kathmandu","NPR. 5,25,00,000",0,0,,0,West,,411,0-6-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[]
